date_time,open,high,low,close
2012-02-08 09:15,20827.89,20840.97,20755.73,20816.71
2012-02-08 10:15,20814.96,20837.04,20793.76,20834.54
2012-02-08 11:15,20829.82,20839.73,20813.71,20822.06
2012-02-08 13:15,20836.41,20978.77,20836.41,20961.32
2012-02-08 14:15,20959.83,21007.45,20934.49,21002.71
2012-02-08 15:15,21005.75,21023.33,20963.04,21018.46
2012-02-09 09:15,20922.29,20922.29,20787.84,20899.79
2012-02-09 10:15,20903.49,21031.01,20886.12,20981.95
2012-02-09 11:15,20985.17,20989.92,20907.41,20910.52
2012-02-09 13:15,20949.21,21041.3,20949.21,21025.28
2012-02-09 14:15,21025.61,21045.69,20940.13,21027.86
2012-02-09 15:15,21029.32,21053.06,20938.93,21010.01
2012-02-10 09:15,20986.25,21002.33,20897.16,20927.56
2012-02-10 10:15,20925.65,20976.6,20921.21,20974.4
2012-02-10 11:15,20972.91,20972.91,20870.63,20888.68
2012-02-10 13:15,20887.3,20902.97,20787.21,20788.49
2012-02-10 14:15,20791.14,20801.2,20735.18,20788.01
2012-02-10 15:15,20796.16,20797.66,20703.79,20783.86
2012-02-13 09:15,20718.8,20846.8,20673.96,20835.55
2012-02-13 10:15,20838.76,20865.7,20799.89,20838.41
2012-02-13 11:15,20844.31,20954.45,20844.31,20928.56
2012-02-13 13:15,20949.62,20969.8,20870.32,20871.33
2012-02-13 14:15,20870.62,20909.85,20848.35,20906.01
2012-02-13 15:15,20912.45,20952.34,20880.67,20887.4
2012-02-14 09:15,20845.24,20913.3,20813.53,20849.16
2012-02-14 10:15,20850.42,20890.72,20824.81,20856.54
2012-02-14 11:15,20856.9,20899.35,20840.32,20886.69
2012-02-14 13:15,20870.94,20947.95,20865.59,20896.6
2012-02-14 14:15,20885.56,20922.18,20868.83,20878.51
2012-02-14 15:15,20879.85,20925.26,20846.39,20917.83
2012-02-15 09:15,20993.58,21014.98,20933.39,20986
2012-02-15 10:15,20984.6,21283.5,20980.87,21283.5
2012-02-15 11:15,21290.75,21331.02,21242,21330.65
2012-02-15 13:15,21329.98,21379.21,21321.78,21354.82
2012-02-15 14:15,21351.69,21403.28,21322.46,21375.07
2012-02-15 15:15,21377.08,21379.27,21345.3,21365.23
2012-02-16 09:15,21266.51,21317.72,21179.27,21258.71
2012-02-16 10:15,21256.81,21266.22,21192.77,21214.71
2012-02-16 11:15,21219.19,21238.56,21185.47,21235.98
2012-02-16 13:15,21184.63,21216.89,21157.55,21195.33
2012-02-16 14:15,21195.37,21247.46,21184.61,21242.03
2012-02-16 15:15,21236.08,21282.56,21225.24,21277.28
2012-02-17 09:15,21503.59,21546.73,21491.79,21514.86
2012-02-17 10:15,21515.03,21520.42,21404.44,21425.69
2012-02-17 11:15,21433.37,21459.21,21422.2,21425.93
2012-02-17 13:15,21449.52,21483.02,21448.09,21453.31
2012-02-17 14:15,21454.43,21461.89,21381.69,21428.99
2012-02-17 15:15,21433.91,21493,21418.15,21491.62
2012-02-20 09:15,21760.34,21760.34,21684.29,21703.99
2012-02-20 10:15,21704.66,21725.12,21634.13,21636.64
2012-02-20 11:15,21633.32,21657.07,21626.63,21638.05
2012-02-20 13:15,21628.85,21628.85,21513.08,21515.51
2012-02-20 14:15,21513.54,21513.54,21435.31,21466.63
2012-02-20 15:15,21463.07,21475.92,21393.48,21424.79
2012-02-21 09:15,21434.31,21459.49,21331.81,21377.19
2012-02-21 10:15,21382.23,21450.04,21221.39,21419.87
2012-02-21 11:15,21411.49,21414.97,21317.71,21323.99
2012-02-21 13:15,21353.53,21436.58,21350.24,21422.61
2012-02-21 14:15,21423.92,21468.84,21393.28,21409.78
2012-02-21 15:15,21412.89,21480.34,21341.3,21478.72
2012-02-22 09:15,21339.02,21389.88,21302.19,21355.07
2012-02-22 10:15,21353.67,21427,21341.8,21404.77
2012-02-22 11:15,21407.48,21469.07,21396.03,21460.91
2012-02-22 13:15,21473.8,21550.66,21450.74,21519.53
2012-02-22 14:15,21518.61,21524.75,21448.27,21486.53
2012-02-22 15:15,21478.65,21569.74,21476.09,21549.28
2012-02-23 09:15,21356.53,21428.5,21329.38,21376.74
2012-02-23 10:15,21375.46,21415.89,21361.03,21410.34
2012-02-23 11:15,21410.51,21414.84,21325.56,21337.54
2012-02-23 13:15,21345.11,21406.92,21345.11,21391.28
2012-02-23 14:15,21388.39,21423.75,21367.76,21394.49
2012-02-23 15:15,21391.32,21400.77,21363.08,21380.99
2012-02-24 09:15,21438.97,21468.93,21292.4,21367.54
2012-02-24 10:15,21364.74,21418.43,21325.67,21355.31
2012-02-24 11:15,21356.72,21397.32,21356.72,21359.95
2012-02-24 13:15,21385.66,21452.67,21365.66,21382.87
2012-02-24 14:15,21380.16,21424.11,21368.97,21417.42
2012-02-24 15:15,21410.19,21428.41,21371.85,21406.86
2012-02-27 09:15,21381.66,21589.02,21370.04,21500.52
2012-02-27 10:15,21484.76,21496.32,21425.61,21442.42
2012-02-27 11:15,21438.28,21485.03,21433.9,21462.91
2012-02-27 13:15,21457.79,21499.58,21445.88,21499.58
2012-02-27 14:15,21493.91,21497.42,21178.9,21202.78
2012-02-27 15:15,21171.08,21249.21,21076.52,21217.86
2012-02-28 09:15,21303.39,21352.56,21285.05,21332.74
2012-02-28 10:15,21325.58,21379.98,21309.36,21315.2
2012-02-28 11:15,21322.72,21322.72,21273.99,21302.65
2012-02-28 13:15,21326.78,21505.07,21326.04,21466.05
2012-02-28 14:15,21479.39,21539.11,21442.6,21442.6
2012-02-28 15:15,21437.96,21583.07,21437.96,21568.73
2012-02-29 09:15,21643.85,21700.04,21525.91,21676.88
2012-02-29 10:15,21679.66,21716.76,21673.89,21685.19
2012-02-29 11:15,21684.8,21688.19,21663.8,21681.36
2012-02-29 13:15,21672.07,21681.79,21592.9,21603.14
2012-02-29 14:15,21610.48,21671.19,21560.84,21639.37
2012-02-29 15:15,21633.55,21693.74,21605.27,21680.08
2012-03-01 09:15,21578.19,21641.14,21540.15,21585.24
2012-03-01 10:15,21581.35,21618.25,21551.59,21587.35
2012-03-01 11:15,21587.83,21621.87,21561.4,21574.5
2012-03-01 13:15,21560.98,21565.87,21509.61,21520.12
2012-03-01 14:15,21515.29,21515.29,21387.38,21426.21
2012-03-01 15:15,21422.2,21426.02,21338.29,21387.96
2012-03-02 09:15,21618.15,21623.24,21531.93,21611.58
2012-03-02 10:15,21613.47,21617.21,21550.95,21569.65
2012-03-02 11:15,21571.37,21600.92,21564.58,21595.9
2012-03-02 13:15,21589.39,21600.68,21546.53,21597.28
2012-03-02 14:15,21600.6,21604.44,21546.38,21549.43
2012-03-02 15:15,21550.65,21586.55,21532.16,21562.26
2012-03-05 09:15,21518.03,21578.76,21316.48,21369.18
2012-03-05 10:15,21369.9,21385.35,21329.27,21360.6
2012-03-05 11:15,21359.48,21361.9,21309.87,21319.32
2012-03-05 12:15,21316.9,21316.9,21273.21,21273.84
2012-03-05 13:15,21274.14,21317.25,21252.77,21280.78
2012-03-05 14:15,21279.74,21313.27,21244.13,21250.39
2012-03-05 15:15,21246.09,21274.7,21230.61,21265.31
2012-03-06 09:15,21173.74,21173.74,20989.47,21017.76
2012-03-06 10:15,21016.85,21020.4,20956.43,20962.79
2012-03-06 11:15,20963.87,20989.15,20913.57,20944.54
2012-03-06 12:15,20944.03,20944.03,20913.69,20938.33
2012-03-06 13:15,20943.13,20995.04,20903.01,20967.75
2012-03-06 14:15,20965.75,20966.88,20890.83,20901.47
2012-03-06 15:15,20899.63,20916.12,20789.36,20806.25
2012-03-07 09:15,20521.96,20640.24,20521.96,20619.97
2012-03-07 10:15,20620.44,20717.53,20602.14,20716.21
2012-03-07 11:15,20719.34,20732.87,20647.26,20649.46
2012-03-07 12:15,20651.45,20657.8,20610.36,20620.4
2012-03-07 13:15,20624.82,20682.39,20621.01,20651.12
2012-03-07 14:15,20643.36,20668.39,20595.94,20648.33
2012-03-07 15:15,20643.18,20654.01,20593.92,20627.78
2012-03-08 09:15,20722.95,20772.13,20681.09,20724.02
2012-03-08 10:15,20727.05,20810.34,20720.21,20785.46
2012-03-08 11:15,20782.72,20829.74,20771.28,20813.48
2012-03-08 12:15,20821.18,20844.09,20817.8,20823.2
2012-03-08 13:15,20815.04,20844.01,20770.85,20784.84
2012-03-08 14:15,20786.72,20840.68,20786.24,20840.05
2012-03-08 15:15,20836.81,20909.71,20818.81,20900.73
2012-03-09 09:15,20930.93,21017.39,20917.68,20961.13
2012-03-09 10:15,20958.99,21071.52,20938.49,21060.02
2012-03-09 11:15,21054.76,21146.2,21043.23,21121.52
2012-03-09 12:15,21132.17,21209.79,21132.17,21184.15
2012-03-09 13:15,21184.49,21205.68,21081.63,21106.64
2012-03-09 14:15,21103.65,21148.22,21045.69,21148.22
2012-03-09 15:15,21155.95,21157.46,21066.98,21086
2012-03-12 09:15,21073.59,21170.55,20988.67,21003.47
2012-03-12 10:15,21001.4,21057.72,20945.33,21051.34
2012-03-12 11:15,21051.22,21051.22,21017.14,21029.42
2012-03-12 12:15,21030.68,21030.68,20970.87,20976.18
2012-03-12 13:15,20973.08,21011.69,20924.36,20954.3
2012-03-12 14:15,20953.26,21052.96,20953.26,21038.83
2012-03-12 15:15,21044.59,21146.92,21036.72,21134.18
2012-03-13 09:15,21279.41,21388.28,21261.32,21345.29
2012-03-13 10:15,21341.78,21427.12,21341.78,21354.75
2012-03-13 11:15,21348.83,21416.8,21346.15,21400.38
2012-03-13 12:15,21401.59,21424.6,21373.83,21373.83
2012-03-13 13:15,21375.17,21377.05,21324.82,21330.47
2012-03-13 14:15,21333.33,21374.28,21329.14,21340.3
2012-03-13 15:15,21338.14,21395.04,21319.37,21339.7
2012-03-14 09:15,21564.21,21607.17,21494.68,21567.55
2012-03-14 10:15,21568.55,21631.43,21568.55,21609.45
2012-03-14 11:15,21612.61,21638.32,21594.9,21613.4
2012-03-14 12:15,21600.52,21600.52,21565.76,21565.76
2012-03-14 13:15,21565.93,21584.72,21367.34,21383.61
2012-03-14 14:15,21385.36,21479.09,21337.24,21382.04
2012-03-14 15:15,21384.87,21395.31,21263.02,21307.89
2012-03-15 09:15,21323.06,21364.96,21173.51,21180.27
2012-03-15 10:15,21177.18,21298.63,21162.17,21271.91
2012-03-15 11:15,21270.59,21311.15,21265.53,21284.36
2012-03-15 12:15,21299.29,21300.85,21248.95,21250.86
2012-03-15 13:15,21254.06,21274.47,21182.05,21247.26
2012-03-15 14:15,21240.9,21344.88,21233.92,21336.08
2012-03-15 15:15,21332.05,21368.48,21307.25,21353.53
2012-03-16 09:15,21350.25,21438.62,21325.53,21413.78
2012-03-16 10:15,21411.99,21411.99,21315.56,21352.77
2012-03-16 11:15,21351.78,21354.95,21294.13,21301.94
2012-03-16 12:15,21302.58,21302.58,21253.39,21267.16
2012-03-16 13:15,21267.59,21319.18,21259.36,21298.27
2012-03-16 14:15,21302.62,21375.49,21297.04,21325.43
2012-03-16 15:15,21325.3,21375.56,21295.76,21317.85
2012-03-19 09:15,21454.01,21454.01,21325.54,21356.29
2012-03-19 10:15,21355.6,21370.98,21288.17,21327.34
2012-03-19 11:15,21327.96,21388.73,21321.61,21374.96
2012-03-19 12:15,21370.48,21370.48,21337.31,21348.8
2012-03-19 13:15,21347.34,21388.44,21344.75,21380.55
2012-03-19 14:15,21377.7,21386.94,21328.82,21334.03
2012-03-19 15:15,21333.65,21346.82,21075.38,21115.29
2012-03-20 09:15,21183.04,21183.04,20989.52,21003.81
2012-03-20 10:15,21004.03,21009.27,20852.9,20937.49
2012-03-20 11:15,20939.21,20985.83,20913.05,20974.03
2012-03-20 12:15,20963.86,20970.7,20917.11,20936.8
2012-03-20 13:15,20936.93,21057.49,20921.67,21010.17
2012-03-20 14:15,21005.16,21072.06,20931.32,20956.44
2012-03-20 15:15,20962.27,20974.98,20786.69,20888.24
2012-03-21 09:15,20948.13,20993.48,20827.28,20955.27
2012-03-21 10:15,20952.75,20952.75,20825.93,20851.03
2012-03-21 11:15,20837.81,20839.95,20779.22,20804.02
2012-03-21 12:15,20804.47,20851.1,20804.47,20831.57
2012-03-21 13:15,20831.55,20845.02,20756.03,20809.11
2012-03-21 14:15,20808.19,20928.96,20803.36,20904.34
2012-03-21 15:15,20903.79,20903.79,20792.99,20856.63
2012-03-22 09:15,20886.12,20974.94,20871.78,20974.94
2012-03-22 10:15,20975.3,20978.49,20801.79,20830.81
2012-03-22 11:15,20838.23,20868.84,20820.7,20851.9
2012-03-22 12:15,20861.37,20875.54,20842.33,20849.35
2012-03-22 13:15,20851.89,20954.08,20851.89,20896.1
2012-03-22 14:15,20897.66,20934.45,20880.68,20927.84
2012-03-22 15:15,20923.07,20927.17,20863.97,20901.56
2012-03-23 09:15,20740.56,20740.56,20631,20689.93
2012-03-23 10:15,20686.15,20742.7,20682.74,20685.89
2012-03-23 11:15,20687.15,20702.09,20678.06,20701.51
2012-03-23 12:15,20698.94,20707.37,20677.78,20679.91
2012-03-23 13:15,20686.01,20689.98,20617.62,20627.22
2012-03-23 14:15,20629.62,20663.66,20596.89,20661.53
2012-03-23 15:15,20655.63,20701.21,20643.44,20668.8
2012-03-26 09:15,20672.37,20712.05,20627.16,20640.21
2012-03-26 10:15,20637.71,20702.95,20580.72,20693.46
2012-03-26 11:15,20689.5,20695.78,20667.81,20673.44
2012-03-26 12:15,20679.48,20682.48,20658.02,20666.31
2012-03-26 13:15,20667.52,20680.92,20621.01,20642.71
2012-03-26 14:15,20641.75,20753.36,20626.85,20743.05
2012-03-26 15:15,20747.67,20776.36,20646.88,20668.86
2012-03-27 09:15,20921.8,20978.1,20896.19,20978.1
2012-03-27 10:15,20978.81,21002.31,20927.84,20948.37
2012-03-27 11:15,20947.57,20962.24,20930.24,20951.22
2012-03-27 12:15,20961,21027.52,20952.2,21016.06
2012-03-27 13:15,21015.05,21017.64,20963.42,21005.52
2012-03-27 14:15,21038.17,21044.34,20992.01,20999.17
2012-03-27 15:15,21003.7,21063.38,20981.64,21046.91
2012-03-28 09:15,20959.98,20989.58,20883,20915.75
2012-03-28 10:15,20909.78,20951.31,20894.15,20906.14
2012-03-28 11:15,20902.39,20905.28,20821.05,20847.66
2012-03-28 12:15,20839.68,20844.02,20825.77,20842.79
2012-03-28 13:15,20845.82,20871.85,20814.96,20823.44
2012-03-28 14:15,20821.96,20864.96,20798.09,20836.09
2012-03-28 15:15,20839.13,20889.99,20809.5,20885.42
2012-03-29 09:15,20720.34,20720.34,20603.14,20619.49
2012-03-29 10:15,20624.46,20682.2,20613.37,20662.16
2012-03-29 11:15,20658.5,20670.4,20634.33,20634.33
2012-03-29 12:15,20648.18,20657.96,20621.99,20621.99
2012-03-29 13:15,20626.95,20628.16,20527.26,20582.99
2012-03-29 14:15,20570.19,20594.42,20531.61,20536.21
2012-03-29 15:15,20534.94,20650.14,20532.73,20609.39
2012-03-30 09:15,20380.06,20532.11,20374.03,20520.4
2012-03-30 10:15,20519.91,20519.91,20442.06,20473.14
2012-03-30 11:15,20473.99,20500,20470.46,20487.44
2012-03-30 12:15,20492.22,20526.21,20487.06,20493.98
2012-03-30 13:15,20494.62,20526.65,20473.29,20493.22
2012-03-30 14:15,20497.15,20533.27,20467.44,20510.61
2012-03-30 15:15,20512.51,20566.09,20501.03,20555.58
2012-04-02 09:15,20662.97,20662.97,20455.5,20463.96
2012-04-02 10:15,20465.45,20525.07,20417.69,20452.19
2012-04-02 11:15,20456.64,20511.66,20444.11,20492.73
2012-04-02 12:15,20490.8,20502.18,20477.5,20501.74
2012-04-02 13:15,20502.61,20510,20440.09,20440.09
2012-04-02 14:15,20438.6,20511.17,20437.05,20503.61
2012-04-02 15:15,20512.67,20522.74,20459.32,20522.26
2012-04-03 09:15,20704.15,20704.15,20588.2,20639.08
2012-04-03 10:15,20641.82,20648.24,20604.47,20604.77
2012-04-03 11:15,20602.22,20627.92,20589.31,20621.47
2012-04-03 12:15,20615.79,20620.12,20602.06,20609.2
2012-04-03 13:15,20615.62,20699.82,20607.24,20695.93
2012-04-03 14:15,20692.52,20708.6,20662.75,20689.97
2012-04-03 15:15,20693.4,20816.09,20682.58,20790.98
2012-04-05 09:15,20479.27,20500.78,20404.15,20477.55
2012-04-05 10:15,20480.98,20551.86,20462.41,20550.06
2012-04-05 11:15,20555.7,20572.18,20528.76,20564.3
2012-04-05 12:15,20572.87,20614.77,20572.87,20592.29
2012-04-05 13:15,20576.21,20663.75,20566.95,20636.24
2012-04-05 14:15,20631.55,20670.2,20579.96,20582.48
2012-04-05 15:15,20576.48,20596.42,20525.47,20593
2012-04-10 09:15,20387.43,20472.96,20387.43,20432.03
2012-04-10 10:15,20427.34,20444,20379.39,20396.27
2012-04-10 11:15,20399.13,20408.16,20335,20365.11
2012-04-10 12:15,20373.48,20377.56,20344.18,20353.18
2012-04-10 13:15,20354.73,20363.59,20297.39,20355.59
2012-04-10 14:15,20351.92,20413.16,20347.54,20396.03
2012-04-10 15:15,20400.52,20400.52,20336.93,20356.24
2012-04-11 09:15,20092.96,20119.4,20035.68,20081.55
2012-04-11 10:15,20085.78,20158.84,20082.8,20110.48
2012-04-11 11:15,20108.61,20108.61,20073.41,20092.66
2012-04-11 12:15,20097.71,20116.68,20097.71,20110.11
2012-04-11 13:15,20114.96,20146.42,20101.19,20104.7
2012-04-11 14:15,20109.25,20145.79,20092.19,20134.21
2012-04-11 15:15,20133.87,20188.56,20114.06,20140.67
2012-04-12 09:15,20179.72,20205.63,20147.73,20159.9
2012-04-12 10:15,20152.93,20190.47,20138.02,20172
2012-04-12 11:15,20170.4,20233.41,20166.47,20212.83
2012-04-12 12:15,20217.59,20220.18,20192.87,20204.76
2012-04-12 13:15,20215.8,20293.51,20215.8,20281.6
2012-04-12 14:15,20285.34,20350.32,20270.88,20331.16
2012-04-12 15:15,20338.59,20360.48,20273.25,20327.32
2012-04-13 09:15,20640.5,20691.03,20574.35,20587.45
2012-04-13 10:15,20583.24,20648.51,20578.4,20630.61
2012-04-13 11:15,20627.65,20660.88,20624.75,20653.99
2012-04-13 12:15,20651.19,20659.77,20642.1,20647.09
2012-04-13 13:15,20646.25,20712.56,20645.61,20674.16
2012-04-13 14:15,20678.4,20694.35,20643.28,20694.35
2012-04-13 15:15,20681.79,20719.04,20649.94,20701.04
2012-04-16 09:15,20516.09,20595.99,20514.09,20555.18
2012-04-16 10:15,20557.33,20601.36,20544.37,20556.89
2012-04-16 11:15,20553.3,20568.21,20551.85,20559.03
2012-04-16 12:15,20559.47,20560.76,20538.63,20546.91
2012-04-16 13:15,20545.16,20623.53,20542.39,20584.41
2012-04-16 14:15,20582.12,20592.83,20550.47,20572.66
2012-04-16 15:15,20572.74,20625.45,20572.3,20610.64
2012-04-17 09:15,20678.04,20678.04,20527.9,20536.84
2012-04-17 10:15,20538.32,20558.38,20516.62,20524.24
2012-04-17 11:15,20529.3,20529.3,20441.99,20490.98
2012-04-17 12:15,20492.71,20492.71,20442.59,20449.86
2012-04-17 13:15,20452.56,20472.54,20444.83,20460.32
2012-04-17 14:15,20458.25,20465.74,20392.57,20456.69
2012-04-17 15:15,20458.5,20564.03,20452.8,20562.31
2012-04-18 09:15,20800.21,20801.51,20715.94,20752.83
2012-04-18 10:15,20747.49,20801.72,20740.94,20795.06
2012-04-18 11:15,20803.07,20833.6,20796.99,20808.86
2012-04-18 12:15,20811.17,20823.3,20806.33,20813.24
2012-04-18 13:15,20809.12,20862.32,20797.89,20802.6
2012-04-18 14:15,20803.91,20839.26,20774.15,20785.16
2012-04-18 15:15,20787.31,20792.87,20744.61,20780.73
2012-04-19 09:15,20767.46,20872.8,20767.46,20836.65
2012-04-19 10:15,20836.75,20882.19,20827.52,20845.06
2012-04-19 11:15,20843.73,20872.27,20830.51,20856.49
2012-04-19 12:15,20855.1,20865.08,20844.5,20860.88
2012-04-19 13:15,20865.67,20882.24,20846.77,20860.85
2012-04-19 14:15,20859.51,20956.52,20822.36,20951.7
2012-04-19 15:15,20941.23,20995.01,20919.5,20995.01
2012-04-20 09:15,20933.27,20946.56,20881.62,20891.11
2012-04-20 10:15,20887.77,20935.47,20885.47,20911.7
2012-04-20 11:15,20910.62,20947.27,20896.17,20944.14
2012-04-20 12:15,20938.32,20946.52,20932.26,20939.41
2012-04-20 13:15,20934.72,21006.73,20923.53,20986.1
2012-04-20 14:15,20990.99,21076.43,20979.14,21010.02
2012-04-20 15:15,21005.01,21019.73,20957.33,21010.64
2012-04-23 09:15,20970.96,20970.96,20839.62,20865.89
2012-04-23 10:15,20863.71,20935.37,20830.73,20902.2
2012-04-23 11:15,20907.48,20921.45,20883.98,20884.3
2012-04-23 12:15,20874.63,20893.7,20874.63,20876.21
2012-04-23 13:15,20875.36,20895.53,20833.6,20845.7
2012-04-23 14:15,20845.72,20850.98,20748.67,20766.86
2012-04-23 15:15,20758.25,20758.25,20624.39,20624.39
2012-04-24 09:15,20606.17,20771.79,20596.68,20764.34
2012-04-24 10:15,20762.37,20769.71,20636.1,20636.1
2012-04-24 11:15,20639.07,20641.66,20534.13,20559.1
2012-04-24 12:15,20565.47,20599.56,20564.12,20594.48
2012-04-24 13:15,20596,20683.13,20594,20661.69
2012-04-24 14:15,20667.26,20702.61,20625.12,20628.75
2012-04-24 15:15,20632.29,20678.38,20629.05,20677.16
2012-04-25 09:15,20751.54,20751.82,20655.1,20707.37
2012-04-25 10:15,20709.61,20723.5,20666.2,20715.06
2012-04-25 11:15,20710.95,20719.41,20681.16,20693.11
2012-04-25 12:15,20687.3,20712.41,20683.86,20696.97
2012-04-25 13:15,20697.97,20699.91,20617.28,20643.07
2012-04-25 14:15,20645.12,20663.34,20584.98,20646.66
2012-04-25 15:15,20648.65,20682.17,20626.18,20646.29
2012-04-26 09:15,20753.18,20794.45,20739.45,20761.28
2012-04-26 10:15,20762.1,20782.5,20745.77,20772.84
2012-04-26 11:15,20777.67,20777.67,20738.37,20752.22
2012-04-26 12:15,20741.89,20741.89,20713.47,20713.47
2012-04-26 13:15,20709.58,20731.56,20674.94,20724.23
2012-04-26 14:15,20726.45,20773.49,20680.71,20691.67
2012-04-26 15:15,20694.43,20826.91,20688.77,20809.71
2012-04-27 09:15,20916.08,20929.96,20863.68,20911.93
2012-04-27 10:15,20913.94,20914.88,20862.44,20882.59
2012-04-27 11:15,20882.08,20918.39,20875.82,20914.61
2012-04-27 12:15,20902.65,20902.65,20832.4,20839.63
2012-04-27 13:15,20842.83,20887.52,20837.98,20862.73
2012-04-27 14:15,20852.79,20865.04,20654.77,20693.92
2012-04-27 15:15,20674.86,20757.06,20648.77,20741.45
2012-04-30 09:15,20889.77,21000.09,20889.77,20948.89
2012-04-30 10:15,20953.02,20987.79,20948.38,20950.2
2012-04-30 11:15,20957.11,20990.2,20957.11,20974.46
2012-04-30 12:15,20970.84,20987.69,20970.21,20981.37
2012-04-30 13:15,20980.67,21088.53,20979.97,21067.71
2012-04-30 14:15,21065.48,21090.65,21024.85,21030.76
2012-04-30 15:15,21027.97,21105.57,21021.35,21094.21
2012-05-02 09:15,21245.48,21337.48,21237.17,21288.95
2012-05-02 10:15,21284.74,21300.52,21248.39,21283.44
2012-05-02 11:15,21286.02,21337.96,21282.13,21335.69
2012-05-02 12:15,21327.91,21370.22,21327.91,21359
2012-05-02 13:15,21362.29,21381.46,21336.19,21353.47
2012-05-02 14:15,21345.07,21385.3,21333.15,21352.46
2012-05-02 15:15,21353.47,21372.25,21302.21,21309.08
2012-05-03 09:15,21209.44,21247.11,21153.63,21210.48
2012-05-03 10:15,21208.11,21241.9,21178.6,21193.66
2012-05-03 11:15,21189.7,21213.51,21186.79,21203.49
2012-05-03 12:15,21194.16,21207.58,21185.48,21206.41
2012-05-03 13:15,21204.85,21252.14,21204.85,21214.93
2012-05-03 14:15,21216.44,21236.69,21159.85,21229.02
2012-05-03 15:15,21227.05,21256.81,21215.02,21249.53
2012-05-04 09:15,21107.19,21168.12,21105.39,21130.08
2012-05-04 10:15,21128.92,21131.46,21068.71,21091.07
2012-05-04 11:15,21091.78,21113.93,21090.8,21094.13
2012-05-04 12:15,21088.22,21103.97,21080.6,21091.01
2012-05-04 13:15,21087.22,21117.94,21081.64,21091.68
2012-05-04 14:15,21105.49,21170.64,21081.46,21102.82
2012-05-04 15:15,21100.66,21123.75,21061.14,21086
2012-05-07 09:15,20658.41,20674.45,20554.57,20593.81
2012-05-07 10:15,20594.72,20594.72,20544.25,20562.38
2012-05-07 11:15,20562.43,20596.91,20555.77,20573.14
2012-05-07 12:15,20572.19,20592.72,20566.93,20573.3
2012-05-07 13:15,20568.76,20571.01,20483.65,20523.05
2012-05-07 14:15,20521.69,20557.12,20503.01,20526.95
2012-05-07 15:15,20524.13,20551.78,20477.86,20536.65
2012-05-08 09:15,20647.38,20647.38,20580.9,20581.35
2012-05-08 10:15,20583.41,20605.37,20535.85,20540.33
2012-05-08 11:15,20537.18,20550.05,20516.73,20525.95
2012-05-08 12:15,20530.35,20557.64,20528.92,20555
2012-05-08 13:15,20551.93,20585.61,20541.82,20554.05
2012-05-08 14:15,20555.04,20558.53,20430.73,20455.26
2012-05-08 15:15,20465.04,20492.69,20399.38,20484.75
2012-05-09 09:15,20361.55,20371.66,20295.39,20345.75
